synid,class_name,urls,flickr_urls
n02870880,bookcase,1158,819
n02871005,bookend,1141,498
n02871147,bookmark,1408,1136
n02871314,bookmobile,1085,539
n02871439,bookshelf,1478,1378
n02871525,bookshop,1333,1260
n02871631,boom,9,5
n02871824,boom,779,92
n02871963,boomerang,670,367
n02872333,booster,875,133
n02872529,booster,1324,345
n02872752,boot,1690,943
n02873520,boot,1260,563
n02873623,boot camp,433,352
n02873733,bootee,1333,787
n02873839,booth,858,709
n02874086,booth,537,361
n02874214,booth,345,228
n02874336,boothose,232,5
n02874442,bootjack,558,11
n02874537,bootlace,1396,234
n02874642,bootleg,220,9
n02874750,bootstrap,473,8
n02875436,bore bit,378,35
n02875626,boron chamber,6,1
n02875948,borstal,396,95
n02876084,bosom,1202,695
n02876326,Boston rocker,508,8
n02876457,bota,97,22
n02876657,bottle,1228,737
n02877266,bottle,1384,1375
n02877513,bottle bank,37,28
n02877642,bottlebrush,400,104
n02877765,bottlecap,1164,1105
n02877962,bottle opener,1179,674
n02878107,bottling plant,299,151
n02878222,bottom,1180,895
n02878425,boucle,1206,944
n02878534,boudoir,202,82
n02878628,boulle,492,65
n02878796,bouncing betty,16,1
n02879087,bouquet,1289,1048
n02879309,boutique,1183,954
n02879422,boutonniere,7,6
n02879517,bow,37,28
n02879718,bow,1111,536
n02880189,bow,1093,546
n02880393,bow and arrow,1222,1043
n02880546,bowed stringed instrument,1106,452
n02880842,Bowie knife,1294,82
n02880940,bowl,1298,937
n02881193,bowl,1219,719
n02881546,bowl,40,40
n02881757,bowler hat,1215,906
n02881906,bowline,849,130
n02882190,bowling alley,1241,1179
n02882301,bowling ball,1198,1025
n02882483,bowling equipment,297,9
n02882647,bowling pin,888,585
n02882894,bowling shoe,1381,1368
n02883004,bowsprit,1150,731
n02883101,bowstring,141,2
n02883205,bow tie,1296,996
n02883344,box,1259,646
n02884225,box,1,1
n02884450,box,392,278
n02884859,box beam,201,68
n02884994,box camera,1157,862
n02885108,boxcar,1307,879
n02885233,box coat,392,125
n02885338,boxing equipment,1202,182
n02885462,boxing glove,1360,659
n02885882,box office,1110,954
n02886321,box spring,1059,331
n02886434,box wrench,1157,14
n02886599,brace,14,1
n02887079,brace,1191,540
n02887209,brace,1539,419
n02887489,brace,848,712
n02887832,brace and bit,319,19
n02887970,bracelet,1597,1568
n02888270,bracer,1148,332
n02888429,brace wrench,11,0
n02888569,bracket,166,78
n02888898,bradawl,73,2
n02889425,brake,774,402
n02889646,brake,1196,658
n02889856,brake band,111,2
n02889996,brake cylinder,382,80
n02890188,brake disk,1299,949
n02890351,brake drum,1209,622
n02890513,brake lining,969,44
n02890662,brake pad,712,140
n02890804,brake pedal,320,8
n02890940,brake shoe,721,70
n02891188,brake system,1185,653
n02891788,brass,1666,836
n02892201,brass,1670,1654
n02892304,brass,1254,504
n02892392,brassard,389,4
n02892499,brasserie,1104,501
n02892626,brassie,191,2
n02892767,brassiere,1148,688
n02892948,brass knucks,1125,374
n02893269,brattice,1,0
n02893418,brazier,422,225
n02893608,breadbasket,1158,253
n02893692,bread-bin,1161,268
n02893941,bread knife,694,324
n02894024,breakable,70,60
n02894158,breakfast area,1277,1018
n02894337,breakfast table,1365,830
n02894605,breakwater,1292,1285
n02894847,breast drill,70,4
n02895008,breast implant,174,23
n02895154,breastplate,942,422
n02895328,breast pocket,487,57
n02895438,breathalyzer,1081,85
n02896074,breechblock,339,6
n02896294,breechcloth,146,49
n02896442,breeches,850,136
n02896694,breeches buoy,63,33
n02896856,breechloader,191,9
n02896949,breeder reactor,82,0
n02897097,Bren,579,125
n02897389,brewpub,271,206
n02897820,brick,1304,824
n02898093,brickkiln,105,26
n02898173,bricklayer's hammer,137,0
n02898269,brick trowel,819,2
n02898369,brickwork,1366,1217
n02898585,bridal gown,903,527
n02898711,bridge,1598,1554
n02899439,bridge,531,14
n02900160,bridle,1685,507
n02900459,bridle path,268,88
n02900594,bridoon,334,0
n02900705,briefcase,1182,624
n02900857,briefcase bomb,3,0
n02900987,briefcase computer,7,0
n02901114,briefs,1456,517
n02901259,brig,596,492
n02901377,brig,617,295
n02901481,brigandine,346,10
n02901620,brigantine,304,102
n02901793,brilliantine,1286,174
n02901901,brilliant pebble,2,0
n02902079,brim,1248,365
n02902687,bristle brush,1458,311
n02902816,britches,58,5
n02902916,broad arrow,660,20
n02903006,broadax,230,6
n02903126,brochette,1122,684
n02903204,broadcaster,1356,427
n02903727,broadcloth,280,16
n02903852,broadcloth,1093,222
n02904109,broad hatchet,80,0
n02904233,broadloom,1185,3
n02904505,broadside,267,27
n02904640,broadsword,1160,131
n02904803,brocade,1323,703
n02904927,brogan,1278,722
n02905036,broiler,1406,503
n02905152,broken arch,1004,693
n02905886,bronchoscope,170,0
n02906734,broom,1558,670
n02906963,broom closet,99,70
n02907082,broomstick,1207,486
n02907296,brougham,100,5
n02907391,Browning automatic rifle,625,33
n02907656,Browning machine gun,721,80
n02907873,brownstone,1170,898
n02908123,brunch coat,247,10
n02908217,brush,1749,580
n02908773,Brussels carpet,1147,838
n02908951,Brussels lace,415,51
n02909053,bubble,144,139
n02909165,bubble chamber,72,42
n02909285,bubble jet printer,1212,3
n02909706,buckboard,118,39
n02909870,bucket,1445,983
n02910145,bucket seat,1108,328
n02910241,bucket shop,2,1
n02910353,buckle,1147,695
n02910542,buckram,526,40
n02910701,bucksaw,100,4
n02910864,buckskins,1288,786
n02910964,buff,2,0
n02911332,buffer,1270,34
n02911485,buffer,497,10
n02912065,buffet,1190,610
n02912319,buffing wheel,500,7
n02912557,buggy,1132,713
n02912894,bugle,1011,294
n02913152,building,1421,692
n02914991,building complex,1200,967
n02915904,bulldog clip,1107,94
n02916065,bulldog wrench,9,0
n02916179,bulldozer,1455,596
n02916350,bullet,1139,410
n02916936,bulletproof vest,802,113
n02917067,bullet train,1205,927
n02917377,bullhorn,1561,583
n02917521,bullion,1232,574
n02917607,bullnose,541,3
n02917742,bullpen,300,93
n02917964,bullpen,697,590
n02918112,bullring,1277,700
n02918330,bulwark,586,231
n02918455,bumboat,397,269
n02918595,bumper,1601,595
n02918831,bumper,1168,567
n02918964,bumper car,1426,1050
n02919148,bumper guard,688,128
n02919308,bumper jack,96,4
n02919414,bundle,684,396
n02919648,bung,198,65
n02919792,bungalow,1220,749
n02919890,bungee,1265,1018
n02919976,bunghole,29,0
n02920083,bunk,1289,598
n02920164,bunk,240,15
n02920259,bunk bed,1323,575
n02920369,bunker,1714,766
n02920503,bunker,1,1
n02920658,bunker,1201,679
n02921029,bunsen burner,794,174
n02921195,bunting,639,397
n02921292,bur,3,0
n02921406,Burberry,414,76
n02921592,burette,128,4
n02921756,burglar alarm,984,111
n02921884,burial chamber,1056,586
n02922159,burial garment,92,0
n02922292,burial mound,1210,829
n02922461,burin,153,5
n02922578,burqa,1115,696
n02922798,burlap,1502,594
n02922877,burn bag,404,219
n02923129,burner,311,193
n02923535,burnous,59,8
n02923682,burp gun,1127,245
n02923915,burr,7,1
n02924116,bus,1338,1286
n02925009,bushel basket,584,115
n02925107,bushing,1248,56
n02925385,bush jacket,203,9
n02925519,business suit,1203,1119
n02925666,buskin,1192,559
n02926426,bustier,594,177
n02926591,bustle,876,578
n02927053,butcher knife,385,75
n02927161,butcher shop,1214,1195
n02927764,butter dish,1160,514
n02927887,butterfly valve,1152,1
n02928049,butter knife,1218,481
n02928299,butt hinge,1196,2
n02928413,butt joint,83,3
n02928608,button,1432,1152
n02929184,buttonhook,355,5
n02929289,buttress,855,487
n02929462,butt shaft,168,0
n02929582,butt weld,585,0
n02929923,buzz bomb,102,36
n02930080,buzzer,655,325
n02930214,BVD,831,8
n02930339,bypass condenser,343,4
n02930645,byway,657,396
n02930766,cab,1326,1176
n02931013,cab,2,1
n02931148,cab,1397,544
n02931294,cabana,542,362
n02931417,cabaret,965,771
n02931836,caber,1337,978
n02932019,cabin,1011,448
n02932400,cabin,1250,1124
n02932523,cabin car,1214,920
n02932693,cabin class,1058,804
n02932891,cabin cruiser,1287,264
n02933112,cabinet,1631,589
n02933340,cabinet,1181,779
n02933462,cabinet,1415,1379
n02933649,cabinetwork,1299,306
n02933750,cabin liner,17,3
n02933990,cable,462,225
n02934168,cable,1214,611
n02934451,cable car,1212,1058
n02935017,cache,1071,18
n02935387,caddy,519,36
n02935490,caesium clock,24,0
n02935658,cafe,839,668
n02935891,cafeteria,1257,633
n02936176,cafeteria tray,524,202
n02936281,caff,593,496
n02936402,caftan,1319,486
n02936570,caftan,1278,367
n02936714,cage,1252,775
n02936921,cage,8,6
n02937010,cagoule,369,138
n02937336,caisson,2,1
n02937958,calash,890,541
n02938218,calceus,3,0
n02938321,calcimine,213,0
n02938886,calculator,2005,748
n02939185,caldron,1040,522
n02939763,calico,29,2
n02939866,caliper,713,116
n02940289,call-board,106,21
n02940385,call center,1191,508
n02940570,caller ID,1412,115
n02940706,calliope,12,6
n02941095,calorimeter,49,2
n02941228,calpac,1,0
n02941845,camail,376,35
n02942015,camber arch,204,2
n02942147,cambric,179,13
n02942349,camcorder,1316,708
n02942460,camel's hair,985,600
n02942699,camera,1325,660
n02943241,camera lens,1435,903
n02943465,camera lucida,1,0
n02943686,camera obscura,62,6
n02943871,camera tripod,1453,928
n02943964,camise,551,24
n02944075,camisole,1357,568
n02944146,camisole,1231,623
n02944256,camlet,8,0
n02944459,camouflage,1100,267
n02944579,camouflage,1249,579
n02944826,camp,2,1
n02945161,camp,133,109
n02945813,camp,290,163
n02945964,campaign hat,405,69
n02946127,campanile,1714,977
n02946270,camp chair,1563,513
n02946348,camper,1817,755
n02946509,camper trailer,1194,710
n02946753,campstool,179,2
n02946824,camshaft,1142,274
n02946921,can,1203,625
n02947212,canal,9,8
n02947660,canal boat,1338,934
n02947818,candelabrum,1596,641
n02947977,candid camera,363,188
n02948072,candle,1789,825
n02948293,candlepin,141,86
n02948403,candlesnuffer,485,12
n02948557,candlestick,1586,574
n02948834,candlewick,2,1
n02948942,candy thermometer,398,42
n02949084,cane,188,55
n02949202,cane,1472,542
n02949356,cangue,22,7
n02949542,canister,1269,539
n02950018,cannery,130,99
n02950120,cannikin,337,2
n02950186,cannikin,203,49
n02950256,cannon,1227,1212
n02950482,cannon,373,369
n02950632,cannon,1310,1181
n02950826,cannon,1220,957
n02950943,cannonball,1030,829
n02951358,canoe,1138,609
n02951585,can opener,1139,420
n02951703,canopic jar,1004,259
n02951843,canopy,819,70
n02952109,canopy,1031,441
n02952237,canopy,1074,427
n02952374,canteen,907,121
n02952485,canteen,634,342
n02952585,canteen,1339,534
n02952674,canteen,670,380
n02952798,canteen,25,22
n02952935,cant hook,81,0
n02953056,cantilever,1,1
n02953197,cantilever bridge,1067,794
n02953455,cantle,1242,40
n02953552,Canton crepe,171,4
n02953673,canvas,74,71
n02953850,canvas,1,0
n02954163,canvas tent,1627,586
n02954340,cap,1201,454
n02954938,cap,957,589
n02955065,cap,1068,511
n02955247,capacitor,1306,511
n02955540,caparison,732,8
n02955767,cape,498,210
n02956393,capital ship,123,0
n02956699,capitol,1358,954
n02956795,cap opener,668,87
n02956883,capote,525,59
n02957008,capote,1199,194
n02957135,cap screw,700,47
n02957252,capstan,333,165
n02957427,capstone,109,41
n02957755,capsule,507,248
n02957862,captain's chair,387,40
n02958343,car,1307,867
n02959942,car,1180,888
n02960352,car,910,356
n02960690,carabiner,1317,650
n02960903,carafe,1213,519
n02961035,caravansary,654,416
n02961225,car battery,604,133
n02961451,carbine,1404,587
n02961544,car bomb,743,159
n02961947,carbon arc lamp,70,3
n02962061,carboy,1173,793
n02962200,carburetor,1672,603
n02962414,car carrier,456,118
n02962843,cardcase,1241,150
n02962938,cardiac monitor,216,46
n02963159,cardigan,1490,1196
n02963302,card index,1011,794
n02963503,cardiograph,1074,2
n02963692,cardioid microphone,1132,4
n02963821,car door,1309,869
n02963987,cardroom,533,6
n02964075,card table,134,24
n02964196,card table,121,69
n02964295,car-ferry,360,299
n02964634,cargo area,240,217
n02964843,cargo container,1203,769
n02964934,cargo door,315,94
n02965024,cargo hatch,3,1
n02965122,cargo helicopter,429,206
n02965216,cargo liner,913,35
n02965300,cargo ship,1178,739
n02965529,carillon,330,259
n02965783,car mirror,1616,1572
n02966068,caroche,4,0
n02966193,carousel,1601,845
n02966545,carpenter's hammer,1150,21
n02966687,carpenter's kit,1071,314
n02966786,carpenter's level,54,2
n02966942,carpenter's mallet,198,1
n02967081,carpenter's rule,115,0
n02967170,carpenter's square,301,2
n02967294,carpetbag,1106,109
n02967407,carpet beater,206,32
n02967540,carpet loom,290,50
n02967626,carpet pad,944,251
n02967782,carpet sweeper,563,31
n02967991,carpet tack,8,1
n02968074,carport,1240,612
n02968210,carrack,36,28
n02968333,carrel,606,415
n02968473,carriage,1163,815
n02969010,carriage,1281,948
n02969163,carriage bolt,369,7
n02969323,carriageway,1411,776
n02969527,carriage wrench,21,0
n02969634,carrick bend,50,1
n02969886,carrier,356,8
n02970408,carryall,1770,1592
n02970534,carrycot,1075,14
n02970685,car seat,1169,594
n02970849,cart,624,383
n02971167,car tire,1375,1058
n02971356,carton,1629,726
n02971473,cartouche,485,254
n02971579,car train,692,446
n02971691,cartridge,670,151
n02971940,cartridge,2,0
n02972397,cartridge belt,1060,15
n02972714,cartridge extractor,150,1
n02972934,cartridge fuse,233,1
n02973017,cartridge holder,1165,374
n02973236,cartwheel,556,288
n02973805,carving fork,960,184
n02973904,carving knife,999,131
n02974003,car wheel,1311,785
n02974348,caryatid,1312,1283
n02974454,cascade liquefier,12,0
n02974565,cascade transformer,67,0
n02974697,case,1243,597
n02975212,case,1227,753
n02975589,case,429,257
n02975994,casein paint,348,5
n02976123,case knife,1315,649
n02976249,case knife,1005,92
n02976350,casement,882,276
n02976455,casement window,711,192
n02976552,casern,1,0
n02976641,case shot,13,12
n02976815,cash bar,219,159
n02976939,cashbox,1113,217
n02977058,cash machine,1755,931
n02977330,cashmere,808,306
n02977438,cash register,1143,626
n02977619,casing,1417,363
n02977936,casino,1172,854
n02978055,casket,1713,568
n02978205,casque,441,98
n02978367,casquet,482,0
n02978478,Cassegrainian telescope,1052,6
n02978753,casserole,1298,805
n02978881,cassette,1128,638
n02979074,cassette deck,1274,343
n02979186,cassette player,1018,391
n02979290,cassette recorder,1583,405
n02979399,cassette tape,1351,1258
n02979516,cassock,362,62
n02979836,cast,1015,609
n02980036,caster,1589,309
n02980203,caster,322,114
n02980441,castle,1379,1144
n02980625,castle,8,7
n02981024,catacomb,1214,1174
n02981198,catafalque,37,7
n02981321,catalytic converter,838,34
n02981565,catalytic cracker,85,0
n02981792,catamaran,1338,791
n02981911,catapult,1261,1010
n02982232,catapult,689,327
n02982416,catboat,857,350
n02982515,cat box,1265,904
n02982599,catch,443,223
n02983072,catchall,4,1
n02983189,catcher's mask,1093,37
n02983357,catchment,726,445
n02983507,Caterpillar,171,86
n02983904,cathedra,285,128
n02984061,cathedral,1247,1148
n02984203,cathedral,1256,1122
n02984469,catheter,1279,253
n02984699,cathode,371,32
n02985137,cathode-ray tube,205,183
n02985606,cat-o'-nine-tails,179,4
n02985828,cat's-paw,1,0
n02985963,catsup bottle,1216,633
n02986066,cattle car,127,40
n02986160,cattle guard,664,415
n02986348,cattleship,11,0
n02987047,cautery,92,1
n02987379,cavalier hat,1012,180
n02987492,cavalry sword,1618,518
n02987706,cavetto,1,0
n02987823,cavity wall,6,0
n02987950,C battery,135,50
n02988066,C-clamp,895,86
n02988156,CD drive,600,229
n02988304,CD player,1152,675
n02988486,CD-R,1417,227
n02988679,CD-ROM,1416,386
n02988963,CD-ROM drive,796,61
n02989099,cedar chest,1372,425
n02990373,ceiling,1394,1387
n02990758,celesta,172,60
n02991048,cell,219,44
n02991302,cell,1202,1183
n02991847,cellar,1297,1101
n02992032,cellblock,1077,747
n02992211,cello,1684,806
n02992368,cellophane,1186,466
n02992529,cellular telephone,1423,863
n02992795,cellulose tape,1333,435
n02993194,cenotaph,1302,805
n02993368,censer,1620,573
n02993546,center,195,189
n02994573,center punch,584,61
n02994743,Centigrade thermometer,76,4
n02995345,central processing unit,1335,769
n02995871,centrifugal pump,1202,11
n02995998,centrifuge,514,64
n02997391,ceramic,1251,643
n02997607,ceramic ware,1241,968
n02997910,cereal bowl,1298,1203
n02998003,cereal box,1167,851
n02998107,cerecloth,1,0
n02998563,cesspool,676,300
n02998696,chachka,11,9
n02998841,chador,1109,639
n02999138,chafing dish,1063,46
n02999410,chain,1182,675
n02999936,chain,1281,1189
n03000134,chainlink fence,1523,1456
n03000247,chain mail,1150,685
n03000530,chain printer,268,2
n03000684,chain saw,1519,649
n03001115,chain store,621,419
n03001282,chain tongs,46,0
n03001540,chain wrench,413,2
n03001627,chair,1460,850
n03002096,chair,1503,1206
n03002210,chair of state,1,1
n03002341,chairlift,1252,1066
n03002555,chaise,1,0
n03002711,chaise longue,1441,571
n03002816,chalet,1180,741
n03002948,chalice,1330,695
n03003091,chalk,874,548
